sdt_SID,sdt_Validity,sdt_Target,sdt_nontargetContrast,det_dPrime,det_crit,dis_dPrime,dis_crit
"S0070",3,1,1,3.8298144168349,0.238967485644006,1.7065155922582,0.0116365625561843
"S0070",1,2,1,4.55960754206583,-0.515733846278399,3.49124173455743,0.291213264422674
"S0070",2,2,1,4.01660656148311,0.145571413319902,3.14428343296625,0.290590150938526
"S0070",3,2,1,3.57167183205772,-0.368038778032594,3.25067825615497,0.528535565983971
"S0070",1,1,2,4.14836442960133,-0.491097082467858,2.79228210541564,0.137979491644725
"S0070",2,1,2,3.60030691257871,-0.365953296602975,2.68446992472856,0.191885581988269
"S0070",3,1,2,3.85672838247723,-0.237742561653716,1.56163630921496,0.106328404411397
"S0070",1,2,2,3.98861391829651,-0.570972338120273,3.53343369244471,0.552041124755477
"S0070",2,2,2,3.85672838247723,-0.237742561653716,2.68446992472856,0.191885581988269
"S0070",3,2,2,3.13352831899403,-0.599342593395314,2.51841417796562,0.63030287135062
"S0070",1,1,3,4.17372320567907,0.224129735417884,3.07929327369713,0.19201775927368
"S0070",2,1,3,3.3968524117742,0.164305661534553,1.9523928502097,-0.134575191531936
"S0070",3,1,3,3.41386060824365,0.459176448770503,1.90919175745106,-0.112974645152614
"S0070",1,2,3,5.13055859453705,-6.66133814775094e-16,3.46332879224449,-2.22044604925031e-16
"S0070",2,2,3,3.60030691257871,0.365953296602975,3.17106152587803,0.303979197394415
"S0070",3,2,3,3.85672838247723,0.237742561653715,3.75224182775508,-0.0133890464558893
"S0071",1,1,1,2.57059396405318,-0.207781414986308,2.22346287902007,-0.277685894331033
"S0071",2,1,1,2.48090230065359,-0.29366939402575,1.84239077620428,0.168466593843969
"S0071",3,1,1,2.3802081395926,-0.0397546894202904,1.88480734590754,-0.125166850924371
"S0071",1,2,1,3.21252193002819,-0.256470902407556,2.78947509646346,-0.463340760006986
"S0071",2,2,1,2.75345528981372,-0.299212077866582,2.95239384936776,-0.386534942737772
"S0071",3,2,1,3.01308124779766,-0.356191243522822,2.60030686672685,-0
"S0071",1,1,2,2.89012350051298,-0.865929588000932,2.75451459990347,-0.00573682714890311
"S0071",2,1,2,2.81694405933681,-0.757634723223926,1.16326616131075,0.0928566695407061
"S0071",3,1,2,2.81694405933681,-0.757634723223926,1.34897950039216,-0
"S0071",1,2,2,3.51903723441764,-0.805760680059708,2.47325843998376,-0.495035176130365
"S0071",2,2,2,2.72569902711976,-0.803257239332449,2.20861029454863,-0.429815397078232
"S0071",3,2,2,3.01860178716702,-0.656805859308818,2.03749593939488,-0.131601410678566
"S0071",1,1,3,3.6970473583295,0.716755618103777,1.86791651531987,-0.463878271311171
"S0071",2,1,3,2.46836027767954,0.0838307584637642,2.81273325998877,0.396376460744804
"S0071",3,1,3,2.91396534765563,0.709124079064514,2.68964801488709,-0.424001031075164
"S0071",1,2,3,3.84511188260997,0.388435396952436,3.22186421771701,-0.417137036075401
"S0071",2,2,3,3.41386060824365,0.459176448770503,3.69225305107262,-0.04338343479712
"S0071",3,2,3,3.06824108870509,-0,3.18074276472519,0.272360485059058
"S0085",1,1,1,4.34782546995881,0.137078603278016,2.55218160015934,0.0300950554527307
"S0085",2,1,1,3.47188559136499,0.41793189837896,2.43265535878722,0.248906113291911
"S0085",3,1,1,4.03184887756003,0.407271756228529,2.58015607392634,0.0279328603403644
"S0085",1,2,1,4.35503387787505,-0.384164995996499,3.39219885259126,0.161978881943084
"S0085",2,2,1,4.03184887756003,-0.40727175622853,3.06824108870509,-0
"S0085",3,2,1,4.03184887756003,-0.40727175622853,2.54411071360213,0.262065187551482
"S0085",1,1,2,4.07366826340278,4.44089209850063e-16,2.00760370059719,0.146547530077415
"S0085",2,1,2,3.85672838247723,-0.237742561653716,2.03749593939488,0.131601410678566
"S0085",3,1,2,4.33221350578466,-2.22044604925031e-16,2.03749593939488,0.131601410678566
"S0085",1,2,2,3.98861391829651,-0.570972338120273,3.41982825880203,0.326920002300375
"S0085",2,2,2,3.41386060824365,-0.459176448770503,2.9386413582974,0.42018928118473
"S0085",3,2,2,3.41386060824365,-0.459176448770503,2.30069876075202,-0
"S0085",1,1,3,4.51218207351094,0.309188260513052,3.54922371776907,-0.262222272816854
"S0085",2,1,3,3.01860178716702,0.656805859308818,2.73624660462041,0.400701736208502
"S0085",3,1,3,3.41386060824365,0.459176448770503,3.15444533066985,-0.225520425404265
"S0085",1,2,3,4.72327925542441,0.203639669556319,3.45346092852331,-0.00493393186059243
"S0085",2,2,3,4.33221350578466,-2.22044604925031e-16,2.9386413582974,-0.42018928118473
